timestamp_utc_minus_5,open,high,low,close,volume
2014-12-07 17:00,1.55720,1.55779,1.55713,1.55736,0
2014-12-07 17:15,1.55738,1.55738,1.55712,1.55720,0
2014-12-07 17:30,1.55722,1.55730,1.55696,1.55703,0
2014-12-07 17:45,1.55706,1.55715,1.55610,1.55635,0
2014-12-07 18:00,1.55638,1.55663,1.55628,1.55632,0
2014-12-07 18:15,1.55634,1.55692,1.55620,1.55677,0
2014-12-07 18:30,1.55676,1.55704,1.55666,1.55701,0
2014-12-07 18:45,1.55698,1.55716,1.55639,1.55656,0
2014-12-07 19:00,1.55654,1.55764,1.55644,1.55710,0
2014-12-07 19:15,1.55710,1.55729,1.55665,1.55667,0
2014-12-07 19:30,1.55667,1.55728,1.55667,1.55723,0
2014-12-07 19:45,1.55722,1.55779,1.55712,1.55738,0
2014-12-07 20:00,1.55740,1.55777,1.55717,1.55769,0
2014-12-07 20:15,1.55768,1.55787,1.55759,1.55782,0
2014-12-07 20:30,1.55782,1.55791,1.55749,1.55782,0
2014-12-07 20:45,1.55784,1.55793,1.55751,1.55780,0
2014-12-07 21:00,1.55780,1.55780,1.55728,1.55745,0
2014-12-07 21:15,1.55745,1.55771,1.55701,1.55735,0
2014-12-07 21:30,1.55736,1.55761,1.55688,1.55702,0
2014-12-07 21:45,1.55701,1.55714,1.55664,1.55668,0
2014-12-07 22:00,1.55667,1.55690,1.55647,1.55647,0
2014-12-07 22:15,1.55650,1.55678,1.55646,1.55670,0
2014-12-07 22:30,1.55675,1.55687,1.55621,1.55636,0
2014-12-07 22:45,1.55636,1.55650,1.55620,1.55642,0
2014-12-07 23:00,1.55639,1.55645,1.55621,1.55625,0
2014-12-07 23:15,1.55625,1.55653,1.55621,1.55646,0
2014-12-07 23:30,1.55644,1.55649,1.55551,1.55608,0
2014-12-07 23:45,1.55608,1.55630,1.55584,1.55585,0
2014-12-08 00:00,1.55585,1.55624,1.55579,1.55623,0
2014-12-08 00:15,1.55623,1.55651,1.55618,1.55640,0
2014-12-08 00:30,1.55642,1.55645,1.55599,1.55640,0
2014-12-08 00:45,1.55639,1.55646,1.55620,1.55638,0
2014-12-08 01:00,1.55636,1.55670,1.55618,1.55663,0
2014-12-08 01:15,1.55662,1.55666,1.55610,1.55630,0
2014-12-08 01:30,1.55630,1.55634,1.55580,1.55630,0
