timestamp_utc_minus_5,open,high,low,close,volume
2013-04-07 17:00,1.53105,1.53278,1.53091,1.53266,0
2013-04-07 17:15,1.53273,1.53375,1.53273,1.53345,0
2013-04-07 17:30,1.53350,1.53365,1.53307,1.53307,0
2013-04-07 17:45,1.53312,1.53328,1.53273,1.53287,0
2013-04-07 18:00,1.53276,1.53385,1.53230,1.53383,0
2013-04-07 18:15,1.53370,1.53473,1.53328,1.53473,0
2013-04-07 18:30,1.53472,1.53473,1.53399,1.53421,0
2013-04-07 18:45,1.53422,1.53469,1.53420,1.53464,0
2013-04-07 19:00,1.53467,1.53480,1.53426,1.53440,0
2013-04-07 19:15,1.53439,1.53439,1.53415,1.53425,0
2013-04-07 19:30,1.53424,1.53450,1.53422,1.53450,0
2013-04-07 19:45,1.53449,1.53480,1.53375,1.53480,0
2013-04-07 20:00,1.53482,1.53496,1.53378,1.53383,0
2013-04-07 20:15,1.53386,1.53418,1.53352,1.53390,0
2013-04-07 20:30,1.53388,1.53422,1.53360,1.53403,0
2013-04-07 20:45,1.53405,1.53408,1.53352,1.53370,0
2013-04-07 21:00,1.53371,1.53391,1.53302,1.53333,0
2013-04-07 21:15,1.53334,1.53376,1.53310,1.53314,0
2013-04-07 21:30,1.53312,1.53380,1.53312,1.53376,0
2013-04-07 21:45,1.53378,1.53409,1.53376,1.53385,0
2013-04-07 22:00,1.53384,1.53420,1.53372,1.53386,0
2013-04-07 22:15,1.53381,1.53412,1.53380,1.53381,0
2013-04-07 22:30,1.53377,1.53383,1.53301,1.53325,0
2013-04-07 22:45,1.53323,1.53350,1.53292,1.53328,0
2013-04-07 23:00,1.53329,1.53341,1.53276,1.53302,0
2013-04-07 23:15,1.53300,1.53365,1.53300,1.53344,0
2013-04-07 23:30,1.53345,1.53345,1.53290,1.53303,0
2013-04-07 23:45,1.53300,1.53300,1.53252,1.53272,0
2013-04-08 00:00,1.53273,1.53308,1.53242,1.53245,0
2013-04-08 00:15,1.53248,1.53271,1.53243,1.53264,0
2013-04-08 00:30,1.53265,1.53298,1.53262,1.53294,0
2013-04-08 00:45,1.53295,1.53298,1.53241,1.53243,0
2013-04-08 01:00,1.53242,1.53268,1.53223,1.53231,0
2013-04-08 01:15,1.53229,1.53229,1.53172,1.53193,0
2013-04-08 01:30,1.53191,1.53205,1.53143,1.53169,0
2013-04-08 01:45,1.53168,1.53178,1.53162,1.53163,0
2013-04-08 02:00,1.53165,1.53198,1.53129,1.53183,0
2013-04-08 02:15,1.53184,1.53240,1.53125,1.53240,0
2013-04-08 02:30,1.53238,1.53296,1.53201,1.53256,0
2013-04-08 02:45,1.53250,1.53360,1.53233,1.53360,0
2013-04-08 03:00,1.53356,1.53410,1.53259,1.53270,0
2013-04-08 03:15,1.53271,1.53401,1.53264,1.53349,0
2013-04-08 03:30,1.53350,1.53382,1.53151,1.53158,0
2013-04-08 03:45,1.53153,1.53219,1.53113,1.53133,0
2013-04-08 04:00,1.53122,1.53210,1.53041,1.53059,0
