timestamp_utc_minus_5,open,high,low,close,volume
2014-09-07 17:00,1.61673,1.61849,1.61666,1.61817,0
2014-09-07 17:15,1.61818,1.61821,1.61721,1.61787,0
2014-09-07 17:30,1.61786,1.61804,1.61767,1.61779,0
2014-09-07 17:45,1.61784,1.61864,1.61724,1.61860,0
2014-09-07 18:00,1.61857,1.61969,1.61838,1.61969,0
2014-09-07 18:15,1.61970,1.62105,1.61966,1.62103,0
2014-09-07 18:30,1.62104,1.62137,1.62089,1.62116,0
2014-09-07 18:45,1.62115,1.62211,1.62088,1.62170,0
2014-09-07 19:00,1.62172,1.62194,1.62062,1.62106,0
2014-09-07 19:15,1.62107,1.62190,1.62069,1.62144,0
2014-09-07 19:30,1.62143,1.62223,1.62058,1.62149,0
2014-09-07 19:45,1.62147,1.62147,1.62041,1.62123,0
2014-09-07 20:00,1.62124,1.62245,1.62124,1.62228,0
2014-09-07 20:15,1.62227,1.62252,1.62198,1.62210,0
2014-09-07 20:30,1.62209,1.62277,1.62207,1.62264,0
2014-09-07 20:45,1.62265,1.62316,1.62256,1.62268,0
2014-09-07 21:00,1.62267,1.62279,1.62185,1.62222,0
2014-09-07 21:15,1.62221,1.62261,1.62221,1.62241,0
2014-09-07 21:30,1.62243,1.62270,1.62236,1.62260,0
2014-09-07 21:45,1.62259,1.62264,1.62232,1.62254,0
2014-09-07 22:00,1.62255,1.62276,1.62222,1.62246,0
2014-09-07 22:15,1.62245,1.62249,1.62212,1.62212,0
2014-09-07 22:30,1.62217,1.62232,1.62215,1.62225,0
2014-09-07 22:45,1.62233,1.62266,1.62225,1.62248,0
2014-09-07 23:00,1.62247,1.62248,1.62195,1.62216,0
2014-09-07 23:15,1.62215,1.62220,1.62168,1.62180,0
2014-09-07 23:30,1.62181,1.62192,1.62169,1.62174,0
2014-09-07 23:45,1.62173,1.62175,1.62064,1.62064,0
2014-09-08 00:00,1.62065,1.62115,1.62064,1.62085,0
2014-09-08 00:15,1.62083,1.62088,1.62033,1.62034,0
2014-09-08 00:30,1.62035,1.62044,1.62019,1.62026,0
2014-09-08 00:45,1.62029,1.62075,1.62026,1.62065,0
2014-09-08 01:00,1.62064,1.62077,1.62056,1.62066,0
2014-09-08 01:15,1.62065,1.62076,1.62020,1.62023,0
2014-09-08 01:30,1.62022,1.62022,1.61869,1.61917,0
2014-09-08 01:45,1.61916,1.61918,1.61782,1.61784,0
2014-09-08 02:00,1.61786,1.61840,1.61671,1.61805,0
2014-09-08 02:15,1.61806,1.61869,1.61788,1.61793,0
2014-09-08 02:30,1.61792,1.61793,1.61512,1.61532,0
2014-09-08 02:45,1.61535,1.61641,1.61440,1.61594,0
2014-09-08 03:00,1.61596,1.61676,1.61569,1.61649,0
2014-09-08 03:15,1.61648,1.61701,1.61591,1.61669,0
2014-09-08 03:30,1.61670,1.61714,1.61625,1.61700,0
2014-09-08 03:45,1.61698,1.61698,1.61653,1.61687,0
2014-09-08 04:00,1.61686,1.61790,1.61680,1.61751,0
2014-09-08 04:15,1.61750,1.61752,1.61609,1.61650,0
2014-09-08 04:30,1.61649,1.61711,1.61578,1.61586,0
2014-09-08 04:45,1.61582,1.61582,1.61316,1.61354,0
2014-09-08 05:00,1.61353,1.61406,1.61259,1.61290,0
2014-09-08 05:15,1.61291,1.61291,1.61018,1.61040,0
2014-09-08 05:30,1.61039,1.61164,1.61032,1.61086,0
2014-09-08 05:45,1.61087,1.61198,1.61086,1.61148,0
2014-09-08 06:00,1.61147,1.61186,1.61119,1.61129,0
2014-09-08 06:15,1.61128,1.61142,1.61083,1.61131,0
2014-09-08 06:30,1.61129,1.61195,1.61124,1.61189,0
2014-09-08 06:45,1.61187,1.61220,1.61160,1.61195,0
2014-09-08 07:00,1.61196,1.61355,1.61181,1.61352,0
2014-09-08 07:15,1.61350,1.61399,1.61330,1.61337,0
2014-09-08 07:30,1.61338,1.61350,1.61238,1.61328,0
2014-09-08 07:45,1.61330,1.61449,1.61304,1.61399,0
2014-09-08 08:00,1.61400,1.61420,1.61341,1.61343,0
2014-09-08 08:15,1.61346,1.61455,1.61344,1.61441,0
2014-09-08 08:30,1.61440,1.61444,1.61386,1.61434,0
2014-09-08 08:45,1.61432,1.61539,1.61414,1.61501,0
2014-09-08 09:00,1.61500,1.61534,1.61457,1.61532,0
2014-09-08 09:15,1.61531,1.61559,1.61498,1.61521,0
2014-09-08 09:30,1.61522,1.61706,1.61521,1.61653,0
2014-09-08 09:45,1.61652,1.61653,1.61527,1.61563,0
2014-09-08 10:00,1.61565,1.61658,1.61559,1.61621,0
2014-09-08 10:15,1.61620,1.61717,1.61610,1.61717,0
2014-09-08 10:30,1.61716,1.61853,1.61693,1.61748,0
2014-09-08 10:45,1.61749,1.61774,1.61579,1.61598,0
2014-09-08 11:00,1.61597,1.61619,1.61477,1.61481,0
2014-09-08 11:15,1.61482,1.61533,1.61449,1.61449,0
2014-09-08 11:30,1.61450,1.61494,1.61347,1.61370,0
2014-09-08 11:45,1.61371,1.61430,1.61328,1.61384,0
2014-09-08 12:00,1.61385,1.61479,1.61377,1.61452,0
2014-09-08 12:15,1.61450,1.61486,1.61432,1.61433,0
2014-09-08 12:30,1.61432,1.61457,1.61360,1.61392,0
2014-09-08 12:45,1.61393,1.61445,1.61358,1.61358,0
2014-09-08 13:00,1.61359,1.61412,1.61238,1.61248,0
2014-09-08 13:15,1.61249,1.61304,1.61191,1.61191,0
2014-09-08 13:30,1.61192,1.61220,1.61034,1.61100,0
2014-09-08 13:45,1.61099,1.61165,1.61020,1.61102,0
2014-09-08 14:00,1.61103,1.61152,1.61030,1.61073,0
2014-09-08 14:15,1.61076,1.61134,1.61069,1.61095,0
2014-09-08 14:30,1.61096,1.61171,1.61096,1.61161,0
2014-09-08 14:45,1.61160,1.61184,1.61131,1.61144,0
2014-09-08 15:00,1.61143,1.61205,1.61130,1.61183,0
